0	0.449998
5.69736e-05	0.451094
0.000113947	0.452191
0.000170921	0.453287
0.000227894	0.454383
0.000284868	0.455479
0.000341841	0.456575
0.000398815	0.457671
0.000455789	0.458767
0.000512762	0.459863
0.000569736	0.460959
0.000626709	0.462055
0.000683683	0.463151
0.000740656	0.464246
0.00079763	0.465342
0.000854603	0.466438
0.000911577	0.467533
0.000968551	0.468628
0.00102552	0.469724
0.0010825	0.470819
0.00113947	0.471914
0.00119644	0.473009
0.00125342	0.474104
0.00131039	0.4752
0.00136737	0.476294
0.00142434	0.477389
0.00148131	0.478484
0.00153829	0.479579
0.00159526	0.480674
0.00165223	0.481768
0.00170921	0.482863
0.00176618	0.483957
0.00182315	0.485052
0.00188013	0.486146
0.0019371	0.48724
0.00199407	0.488335
0.00205105	0.489429
0.00210802	0.490523
0.002165	0.491617
0.00222197	0.492711
0.00227894	0.493805
0.00233592	0.494899
0.00239289	0.495992
0.00244986	0.497086
0.00250684	0.49818
0.00256381	0.499273
0.00262078	0.500367
0.00267776	0.50146
0.00273473	0.502554
0.0027917	0.503647
0.00284868	0.50474
0.00290565	0.505834
0.00296263	0.506927
0.0030196	0.50802
0.00307657	0.509113
0.00313355	0.510206
0.00319052	0.511299
0.00324749	0.512391
0.00330447	0.513484
0.00336144	0.514577
0.00341841	0.51567
0.00347539	0.516762
0.00353236	0.517855
0.00358933	0.518947
0.00364631	0.520039
0.00370328	0.521132
0.00376026	0.522224
0.00381723	0.523316
0.0038742	0.524408
0.00393118	0.5255
0.00398815	0.526592
0.00404512	0.527684
0.0041021	0.528776
0.00415907	0.529868
0.00421604	0.530959
0.00427302	0.532051
0.00432999	0.533143
0.00438696	0.534234
0.00444394	0.535326
0.00450091	0.536417
0.00455789	0.537508
0.00461486	0.5386
0.00467183	0.539691
0.00472881	0.540782
0.00478578	0.541873
0.00484275	0.542964
0.00489973	0.544055
0.0049567	0.545146
0.00501367	0.546236
0.00507065	0.547327
0.00512762	0.548418
0.00518459	0.549509
0.00524157	0.550599
0.00529854	0.55169
0.00535552	0.55278
0.00541249	0.55387
0.00546946	0.554961
0.00552644	0.556051
0.00558341	0.557141
0.00564038	0.558231
0.00569736	0.559321
0.00575433	0.560411
0.0058113	0.561501
0.00586828	0.562591
0.00592525	0.563681
0.00598222	0.56477
0.0060392	0.56586
0.00609617	0.566949
0.00615314	0.568039
0.00621012	0.569128
0.00626709	0.570218
0.00632407	0.571307
0.00638104	0.572396
0.00643801	0.573486
0.00649499	0.574575
0.00655196	0.575664
0.00660893	0.576753
0.00666591	0.577842
0.00672288	0.57893
0.00677985	0.580019
0.00683683	0.581108
0.0068938	0.582197
0.00695077	0.583285
0.00700775	0.584374
0.00706472	0.585462
0.0071217	0.586551
0.00717867	0.587639
0.00723564	0.588727
0.00729262	0.589816
0.00734959	0.590904
0.00740656	0.591992
0.00746354	0.59308
0.00752051	0.594168
0.00757748	0.595256
0.00763446	0.596343
0.00769143	0.597431
0.0077484	0.598519
0.00780538	0.599607
0.00786235	0.600694
0.00791933	0.601782
0.0079763	0.602869
0.00803327	0.603956
0.00809025	0.605044
0.00814722	0.606131
0.00820419	0.607218
0.00826117	0.608305
0.00831814	0.609392
0.00837511	0.610479
0.00843209	0.611566
0.00848906	0.612653
0.00854603	0.61374
